CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
41.251.371/0001-23;2023-06-01;1;2023-07-11;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;398664.8148;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-07-01;1;2023-08-15;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;398664.8148;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-08-01;1;2023-09-14;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;515214.81476249;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-09-01;1;2023-10-16;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;515214.81476249;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-10-01;1;2023-11-16;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;535759.12917164;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-11-01;1;2023-12-15;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;552765.97826174;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.251.371/0001-23;2023-12-01;1;2024-01-16;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDORES EM GERAL;BR0DIDCTF006;552765.97826174;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
41.256.643/0001-88;2023-01-01;1;2023-02-15;WHG REAL ESTATE FII FII;2021-12-08;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-02-01;1;2023-03-15;WHG REAL ESTATE FII FII;2021-12-08;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-03-01;1;2023-04-17;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-04-01;1;2023-05-12;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-05-01;1;2023-06-15;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-06-01;1;2023-07-17;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-07-01;1;2023-08-15;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-08-01;1;2023-09-15;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-09-01;1;2023-10-16;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-10-01;2;2023-12-01;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-11-01;1;2023-12-15;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.256.643/0001-88;2023-12-01;1;2024-01-15;WHG REAL ESTATE FII FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;25089531;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.052/0001-45;2023-01-01;1;2023-02-15;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;;21697877;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-02-01;1;2023-03-13;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-03-01;1;2023-04-14;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-04-01;1;2023-05-11;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;0;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-05-01;2;2023-06-13;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-06-01;2;2023-07-17;FII GUARDIAN MULTIESTRATÉGIA;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-07-01;1;2023-08-14;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-08-01;1;2023-09-15;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-09-01;1;2023-10-16;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-10-01;1;2023-11-13;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-11-01;1;2023-12-13;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.052/0001-45;2023-12-01;1;2024-01-15;GAME11 FII;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Av Paulista;1793;2 andar;Bela Vista;São Paulo;SP;01311-200;11 3138-1882;;;http://daycoval.com.br/;middleSMC@bancodaycoval.com.br
41.269.527/0001-01;2023-01-01;1;2023-02-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-11-04;INVESTIDORES EM GERAL;BRXPCACTF004;31390250;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-02-01;1;2023-03-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-11-04;INVESTIDORES EM GERAL;BRXPCACTF004;31390250;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-03-01;1;2023-04-17;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;31390250;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-04-01;1;2023-05-12;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;33437014;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-05-01;1;2023-06-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-06-01;1;2023-07-17;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-07-01;1;2023-08-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-08-01;1;2023-09-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-09-01;1;2023-10-13;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-10-01;1;2023-11-16;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-11-01;1;2023-12-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.269.527/0001-01;2023-12-01;1;2024-01-15;XP CRÉDITO AGRÍCOLA-FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-08-12;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
41.272.747/0001-86;2023-01-01;1;2023-02-15;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
41.272.747/0001-86;2023-02-01;1;2023-03-15;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
41.272.747/0001-86;2023-03-01;1;2023-04-17;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
41.272.747/0001-86;2023-04-01;1;2023-05-15;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
41.272.747/0001-86;2023-05-01;1;2023-06-15;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
41.272.747/0001-86;2023-06-01;1;2023-07-16;PLURAL BRB CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2020-12-11;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
